raw_class_id,target,class_name,class_family,prompt_id,prompt,total_images,official_train_images,official_test_images
679,282,"Allen's Hummingbird (Female, immature)",Allen's Hummingbird,0,"a photo of a Allen's Hummingbird (Female, immature), a North American bird.",70,29,41
679,282,"Allen's Hummingbird (Female, immature)",Allen's Hummingbird,1,"a field guide photograph of a Allen's Hummingbird (Female, immature).",70,29,41
679,282,"Allen's Hummingbird (Female, immature)",Allen's Hummingbird,2,"a close-up bird photo showing the fine-grained field marks of a Allen's Hummingbird (Female, immature).",70,29,41
680,283,Red-headed Woodpecker (Immature),Red-headed Woodpecker,0,"a photo of a Red-headed Woodpecker (Immature), a North American bird.",72,37,35
680,283,Red-headed Woodpecker (Immature),Red-headed Woodpecker,1,a field guide photograph of a Red-headed Woodpecker (Immature).,72,37,35
680,283,Red-headed Woodpecker (Immature),Red-headed Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Red-headed Woodpecker (Immature).,72,37,35
681,284,Northern Flicker (Red-shafted),Northern Flicker,0,"a photo of a Northern Flicker (Red-shafted), a North American bird.",119,60,59
681,284,Northern Flicker (Red-shafted),Northern Flicker,1,a field guide photograph of a Northern Flicker (Red-shafted).,119,60,59
681,284,Northern Flicker (Red-shafted),Northern Flicker,2,a close-up bird photo showing the fine-grained field marks of a Northern Flicker (Red-shafted).,119,60,59
696,285,Common Eider (Immature/Eclipse male),Common Eider,0,"a photo of a Common Eider (Immature/Eclipse male), a North American bird.",45,23,22
696,285,Common Eider (Immature/Eclipse male),Common Eider,1,a field guide photograph of a Common Eider (Immature/Eclipse male).,45,23,22
696,285,Common Eider (Immature/Eclipse male),Common Eider,2,a close-up bird photo showing the fine-grained field marks of a Common Eider (Immature/Eclipse male).,45,23,22
697,286,Long-tailed Duck (Female/juvenile),Long-tailed Duck,0,"a photo of a Long-tailed Duck (Female/juvenile), a North American bird.",44,21,23
697,286,Long-tailed Duck (Female/juvenile),Long-tailed Duck,1,a field guide photograph of a Long-tailed Duck (Female/juvenile).,44,21,23
697,286,Long-tailed Duck (Female/juvenile),Long-tailed Duck,2,a close-up bird photo showing the fine-grained field marks of a Long-tailed Duck (Female/juvenile).,44,21,23
698,287,Ruddy Duck (Female/juvenile),Ruddy Duck,0,"a photo of a Ruddy Duck (Female/juvenile), a North American bird.",76,36,40
698,287,Ruddy Duck (Female/juvenile),Ruddy Duck,1,a field guide photograph of a Ruddy Duck (Female/juvenile).,76,36,40
698,287,Ruddy Duck (Female/juvenile),Ruddy Duck,2,a close-up bird photo showing the fine-grained field marks of a Ruddy Duck (Female/juvenile).,76,36,40
699,288,Swainson's Hawk (Immature),Swainson's Hawk,0,"a photo of a Swainson's Hawk (Immature), a North American bird.",44,20,24
699,288,Swainson's Hawk (Immature),Swainson's Hawk,1,a field guide photograph of a Swainson's Hawk (Immature).,44,20,24
699,288,Swainson's Hawk (Immature),Swainson's Hawk,2,a close-up bird photo showing the fine-grained field marks of a Swainson's Hawk (Immature).,44,20,24
700,289,Red-tailed Hawk (Light morph immature),Red-tailed Hawk,0,"a photo of a Red-tailed Hawk (Light morph immature), a North American bird.",120,60,60
700,289,Red-tailed Hawk (Light morph immature),Red-tailed Hawk,1,a field guide photograph of a Red-tailed Hawk (Light morph immature).,120,60,60
700,289,Red-tailed Hawk (Light morph immature),Red-tailed Hawk,2,a close-up bird photo showing the fine-grained field marks of a Red-tailed Hawk (Light morph immature).,120,60,60
746,290,Dark-eyed Junco (Slate-colored),Dark-eyed Junco,0,"a photo of a Dark-eyed Junco (Slate-colored), a North American bird.",120,60,60
746,290,Dark-eyed Junco (Slate-colored),Dark-eyed Junco,1,a field guide photograph of a Dark-eyed Junco (Slate-colored).,120,60,60
746,290,Dark-eyed Junco (Slate-colored),Dark-eyed Junco,2,a close-up bird photo showing the fine-grained field marks of a Dark-eyed Junco (Slate-colored).,120,60,60
747,291,Yellow-rumped Warbler (Breeding Myrtle),Yellow-rumped Warbler,0,"a photo of a Yellow-rumped Warbler (Breeding Myrtle), a North American bird.",116,57,59
747,291,Yellow-rumped Warbler (Breeding Myrtle),Yellow-rumped Warbler,1,a field guide photograph of a Yellow-rumped Warbler (Breeding Myrtle).,116,57,59
747,291,Yellow-rumped Warbler (Breeding Myrtle),Yellow-rumped Warbler,2,a close-up bird photo showing the fine-grained field marks of a Yellow-rumped Warbler (Breeding Myrtle).,116,57,59
748,292,European Starling (Breeding Adult),European Starling,0,"a photo of a European Starling (Breeding Adult), a North American bird.",116,57,59
748,292,European Starling (Breeding Adult),European Starling,1,a field guide photograph of a European Starling (Breeding Adult).,116,57,59
748,292,European Starling (Breeding Adult),European Starling,2,a close-up bird photo showing the fine-grained field marks of a European Starling (Breeding Adult).,116,57,59
749,293,Fox Sparrow (Red),Fox Sparrow,0,"a photo of a Fox Sparrow (Red), a North American bird.",111,51,60
749,293,Fox Sparrow (Red),Fox Sparrow,1,a field guide photograph of a Fox Sparrow (Red).,111,51,60
749,293,Fox Sparrow (Red),Fox Sparrow,2,a close-up bird photo showing the fine-grained field marks of a Fox Sparrow (Red).,111,51,60
750,294,Summer Tanager (Adult Male),Summer Tanager,0,"a photo of a Summer Tanager (Adult Male), a North American bird.",91,41,50
750,294,Summer Tanager (Adult Male),Summer Tanager,1,a field guide photograph of a Summer Tanager (Adult Male).,91,41,50
750,294,Summer Tanager (Adult Male),Summer Tanager,2,a close-up bird photo showing the fine-grained field marks of a Summer Tanager (Adult Male).,91,41,50
751,295,Orchard Oriole (Adult Male),Orchard Oriole,0,"a photo of a Orchard Oriole (Adult Male), a North American bird.",88,46,42
751,295,Orchard Oriole (Adult Male),Orchard Oriole,1,a field guide photograph of a Orchard Oriole (Adult Male).,88,46,42
751,295,Orchard Oriole (Adult Male),Orchard Oriole,2,a close-up bird photo showing the fine-grained field marks of a Orchard Oriole (Adult Male).,88,46,42
752,296,Purple Martin (Adult male),Purple Martin,0,"a photo of a Purple Martin (Adult male), a North American bird.",70,35,35
752,296,Purple Martin (Adult male),Purple Martin,1,a field guide photograph of a Purple Martin (Adult male).,70,35,35
752,296,Purple Martin (Adult male),Purple Martin,2,a close-up bird photo showing the fine-grained field marks of a Purple Martin (Adult male).,70,35,35
753,297,American Robin (Adult),American Robin,0,"a photo of a American Robin (Adult), a North American bird.",119,60,59
753,297,American Robin (Adult),American Robin,1,a field guide photograph of a American Robin (Adult).,119,60,59
753,297,American Robin (Adult),American Robin,2,a close-up bird photo showing the fine-grained field marks of a American Robin (Adult).,119,60,59
754,298,Phainopepla (Female/juvenile),Phainopepla,0,"a photo of a Phainopepla (Female/juvenile), a North American bird.",35,17,18
754,298,Phainopepla (Female/juvenile),Phainopepla,1,a field guide photograph of a Phainopepla (Female/juvenile).,35,17,18
754,298,Phainopepla (Female/juvenile),Phainopepla,2,a close-up bird photo showing the fine-grained field marks of a Phainopepla (Female/juvenile).,35,17,18
755,299,Snow Bunting (Breeding adult),Snow Bunting,0,"a photo of a Snow Bunting (Breeding adult), a North American bird.",24,12,12
755,299,Snow Bunting (Breeding adult),Snow Bunting,1,a field guide photograph of a Snow Bunting (Breeding adult).,24,12,12
755,299,Snow Bunting (Breeding adult),Snow Bunting,2,a close-up bird photo showing the fine-grained field marks of a Snow Bunting (Breeding adult).,24,12,12
756,300,Common Yellowthroat (Adult Male),Common Yellowthroat,0,"a photo of a Common Yellowthroat (Adult Male), a North American bird.",120,60,60
756,300,Common Yellowthroat (Adult Male),Common Yellowthroat,1,a field guide photograph of a Common Yellowthroat (Adult Male).,120,60,60
756,300,Common Yellowthroat (Adult Male),Common Yellowthroat,2,a close-up bird photo showing the fine-grained field marks of a Common Yellowthroat (Adult Male).,120,60,60
757,301,American Redstart (Adult Male),American Redstart,0,"a photo of a American Redstart (Adult Male), a North American bird.",103,43,60
757,301,American Redstart (Adult Male),American Redstart,1,a field guide photograph of a American Redstart (Adult Male).,103,43,60
757,301,American Redstart (Adult Male),American Redstart,2,a close-up bird photo showing the fine-grained field marks of a American Redstart (Adult Male).,103,43,60
758,302,Magnolia Warbler (Breeding male),Magnolia Warbler,0,"a photo of a Magnolia Warbler (Breeding male), a North American bird.",99,39,60
758,302,Magnolia Warbler (Breeding male),Magnolia Warbler,1,a field guide photograph of a Magnolia Warbler (Breeding male).,99,39,60
758,302,Magnolia Warbler (Breeding male),Magnolia Warbler,2,a close-up bird photo showing the fine-grained field marks of a Magnolia Warbler (Breeding male).,99,39,60
759,303,Bay-breasted Warbler (Breeding male),Bay-breasted Warbler,0,"a photo of a Bay-breasted Warbler (Breeding male), a North American bird.",48,15,33
759,303,Bay-breasted Warbler (Breeding male),Bay-breasted Warbler,1,a field guide photograph of a Bay-breasted Warbler (Breeding male).,48,15,33
759,303,Bay-breasted Warbler (Breeding male),Bay-breasted Warbler,2,a close-up bird photo showing the fine-grained field marks of a Bay-breasted Warbler (Breeding male).,48,15,33
760,304,Chestnut-sided Warbler (Breeding male),Chestnut-sided Warbler,0,"a photo of a Chestnut-sided Warbler (Breeding male), a North American bird.",116,56,60
760,304,Chestnut-sided Warbler (Breeding male),Chestnut-sided Warbler,1,a field guide photograph of a Chestnut-sided Warbler (Breeding male).,116,56,60
760,304,Chestnut-sided Warbler (Breeding male),Chestnut-sided Warbler,2,a close-up bird photo showing the fine-grained field marks of a Chestnut-sided Warbler (Breeding male).,116,56,60
761,305,Blackpoll Warbler (Breeding male),Blackpoll Warbler,0,"a photo of a Blackpoll Warbler (Breeding male), a North American bird.",90,47,43
761,305,Blackpoll Warbler (Breeding male),Blackpoll Warbler,1,a field guide photograph of a Blackpoll Warbler (Breeding male).,90,47,43
761,305,Blackpoll Warbler (Breeding male),Blackpoll Warbler,2,a close-up bird photo showing the fine-grained field marks of a Blackpoll Warbler (Breeding male).,90,47,43
762,306,Black-throated Blue Warbler (Adult Male),Black-throated Blue Warbler,0,"a photo of a Black-throated Blue Warbler (Adult Male), a North American bird.",119,60,59
762,306,Black-throated Blue Warbler (Adult Male),Black-throated Blue Warbler,1,a field guide photograph of a Black-throated Blue Warbler (Adult Male).,119,60,59
762,306,Black-throated Blue Warbler (Adult Male),Black-throated Blue Warbler,2,a close-up bird photo showing the fine-grained field marks of a Black-throated Blue Warbler (Adult Male).,119,60,59
763,307,Lark Bunting (Breeding male),Lark Bunting,0,"a photo of a Lark Bunting (Breeding male), a North American bird.",30,11,19
763,307,Lark Bunting (Breeding male),Lark Bunting,1,a field guide photograph of a Lark Bunting (Breeding male).,30,11,19
763,307,Lark Bunting (Breeding male),Lark Bunting,2,a close-up bird photo showing the fine-grained field marks of a Lark Bunting (Breeding male).,30,11,19
764,308,White-throated Sparrow (White-striped),White-throated Sparrow,0,"a photo of a White-throated Sparrow (White-striped), a North American bird.",119,60,59
764,308,White-throated Sparrow (White-striped),White-throated Sparrow,1,a field guide photograph of a White-throated Sparrow (White-striped).,119,60,59
764,308,White-throated Sparrow (White-striped),White-throated Sparrow,2,a close-up bird photo showing the fine-grained field marks of a White-throated Sparrow (White-striped).,119,60,59
765,309,Harris's Sparrow (Adult),Harris's Sparrow,0,"a photo of a Harris's Sparrow (Adult), a North American bird.",64,37,27
765,309,Harris's Sparrow (Adult),Harris's Sparrow,1,a field guide photograph of a Harris's Sparrow (Adult).,64,37,27
765,309,Harris's Sparrow (Adult),Harris's Sparrow,2,a close-up bird photo showing the fine-grained field marks of a Harris's Sparrow (Adult).,64,37,27
766,310,White-crowned Sparrow (Adult),White-crowned Sparrow,0,"a photo of a White-crowned Sparrow (Adult), a North American bird.",120,60,60
766,310,White-crowned Sparrow (Adult),White-crowned Sparrow,1,a field guide photograph of a White-crowned Sparrow (Adult).,120,60,60
766,310,White-crowned Sparrow (Adult),White-crowned Sparrow,2,a close-up bird photo showing the fine-grained field marks of a White-crowned Sparrow (Adult).,120,60,60
767,311,Golden-crowned Sparrow (Adult),Golden-crowned Sparrow,0,"a photo of a Golden-crowned Sparrow (Adult), a North American bird.",88,46,42
767,311,Golden-crowned Sparrow (Adult),Golden-crowned Sparrow,1,a field guide photograph of a Golden-crowned Sparrow (Adult).,88,46,42
767,311,Golden-crowned Sparrow (Adult),Golden-crowned Sparrow,2,a close-up bird photo showing the fine-grained field marks of a Golden-crowned Sparrow (Adult).,88,46,42
768,312,Dark-eyed Junco (Oregon),Dark-eyed Junco,0,"a photo of a Dark-eyed Junco (Oregon), a North American bird.",98,49,49
768,312,Dark-eyed Junco (Oregon),Dark-eyed Junco,1,a field guide photograph of a Dark-eyed Junco (Oregon).,98,49,49
768,312,Dark-eyed Junco (Oregon),Dark-eyed Junco,2,a close-up bird photo showing the fine-grained field marks of a Dark-eyed Junco (Oregon).,98,49,49
769,313,Chipping Sparrow (Breeding),Chipping Sparrow,0,"a photo of a Chipping Sparrow (Breeding), a North American bird.",120,60,60
769,313,Chipping Sparrow (Breeding),Chipping Sparrow,1,a field guide photograph of a Chipping Sparrow (Breeding).,120,60,60
769,313,Chipping Sparrow (Breeding),Chipping Sparrow,2,a close-up bird photo showing the fine-grained field marks of a Chipping Sparrow (Breeding).,120,60,60
770,314,Scarlet Tanager (Breeding Male),Scarlet Tanager,0,"a photo of a Scarlet Tanager (Breeding Male), a North American bird.",97,48,49
770,314,Scarlet Tanager (Breeding Male),Scarlet Tanager,1,a field guide photograph of a Scarlet Tanager (Breeding Male).,97,48,49
770,314,Scarlet Tanager (Breeding Male),Scarlet Tanager,2,a close-up bird photo showing the fine-grained field marks of a Scarlet Tanager (Breeding Male).,97,48,49
771,315,Western Tanager (Breeding Male),Western Tanager,0,"a photo of a Western Tanager (Breeding Male), a North American bird.",94,41,53
771,315,Western Tanager (Breeding Male),Western Tanager,1,a field guide photograph of a Western Tanager (Breeding Male).,94,41,53
771,315,Western Tanager (Breeding Male),Western Tanager,2,a close-up bird photo showing the fine-grained field marks of a Western Tanager (Breeding Male).,94,41,53
772,316,Northern Cardinal (Adult Male),Northern Cardinal,0,"a photo of a Northern Cardinal (Adult Male), a North American bird.",120,60,60
772,316,Northern Cardinal (Adult Male),Northern Cardinal,1,a field guide photograph of a Northern Cardinal (Adult Male).,120,60,60
772,316,Northern Cardinal (Adult Male),Northern Cardinal,2,a close-up bird photo showing the fine-grained field marks of a Northern Cardinal (Adult Male).,120,60,60
773,317,Rose-breasted Grosbeak (Adult Male),Rose-breasted Grosbeak,0,"a photo of a Rose-breasted Grosbeak (Adult Male), a North American bird.",120,60,60
773,317,Rose-breasted Grosbeak (Adult Male),Rose-breasted Grosbeak,1,a field guide photograph of a Rose-breasted Grosbeak (Adult Male).,120,60,60
773,317,Rose-breasted Grosbeak (Adult Male),Rose-breasted Grosbeak,2,a close-up bird photo showing the fine-grained field marks of a Rose-breasted Grosbeak (Adult Male).,120,60,60
774,318,Black-headed Grosbeak (Adult Male),Black-headed Grosbeak,0,"a photo of a Black-headed Grosbeak (Adult Male), a North American bird.",109,51,58
774,318,Black-headed Grosbeak (Adult Male),Black-headed Grosbeak,1,a field guide photograph of a Black-headed Grosbeak (Adult Male).,109,51,58
774,318,Black-headed Grosbeak (Adult Male),Black-headed Grosbeak,2,a close-up bird photo showing the fine-grained field marks of a Black-headed Grosbeak (Adult Male).,109,51,58
775,319,Blue Grosbeak (Adult Male),Blue Grosbeak,0,"a photo of a Blue Grosbeak (Adult Male), a North American bird.",111,53,58
775,319,Blue Grosbeak (Adult Male),Blue Grosbeak,1,a field guide photograph of a Blue Grosbeak (Adult Male).,111,53,58
775,319,Blue Grosbeak (Adult Male),Blue Grosbeak,2,a close-up bird photo showing the fine-grained field marks of a Blue Grosbeak (Adult Male).,111,53,58
776,320,Lazuli Bunting (Adult Male),Lazuli Bunting,0,"a photo of a Lazuli Bunting (Adult Male), a North American bird.",102,56,46
776,320,Lazuli Bunting (Adult Male),Lazuli Bunting,1,a field guide photograph of a Lazuli Bunting (Adult Male).,102,56,46
776,320,Lazuli Bunting (Adult Male),Lazuli Bunting,2,a close-up bird photo showing the fine-grained field marks of a Lazuli Bunting (Adult Male).,102,56,46
777,321,Indigo Bunting (Adult Male),Indigo Bunting,0,"a photo of a Indigo Bunting (Adult Male), a North American bird.",120,60,60
777,321,Indigo Bunting (Adult Male),Indigo Bunting,1,a field guide photograph of a Indigo Bunting (Adult Male).,120,60,60
777,321,Indigo Bunting (Adult Male),Indigo Bunting,2,a close-up bird photo showing the fine-grained field marks of a Indigo Bunting (Adult Male).,120,60,60
778,322,Painted Bunting (Adult Male),Painted Bunting,0,"a photo of a Painted Bunting (Adult Male), a North American bird.",119,60,59
778,322,Painted Bunting (Adult Male),Painted Bunting,1,a field guide photograph of a Painted Bunting (Adult Male).,119,60,59
778,322,Painted Bunting (Adult Male),Painted Bunting,2,a close-up bird photo showing the fine-grained field marks of a Painted Bunting (Adult Male).,119,60,59
779,323,Bobolink (Breeding male),Bobolink,0,"a photo of a Bobolink (Breeding male), a North American bird.",115,60,55
779,323,Bobolink (Breeding male),Bobolink,1,a field guide photograph of a Bobolink (Breeding male).,115,60,55
779,323,Bobolink (Breeding male),Bobolink,2,a close-up bird photo showing the fine-grained field marks of a Bobolink (Breeding male).,115,60,55
780,324,Red-winged Blackbird (Male),Red-winged Blackbird,0,"a photo of a Red-winged Blackbird (Male), a North American bird.",119,60,59
780,324,Red-winged Blackbird (Male),Red-winged Blackbird,1,a field guide photograph of a Red-winged Blackbird (Male).,119,60,59
780,324,Red-winged Blackbird (Male),Red-winged Blackbird,2,a close-up bird photo showing the fine-grained field marks of a Red-winged Blackbird (Male).,119,60,59
781,325,Yellow-headed Blackbird (Adult Male),Yellow-headed Blackbird,0,"a photo of a Yellow-headed Blackbird (Adult Male), a North American bird.",91,42,49
781,325,Yellow-headed Blackbird (Adult Male),Yellow-headed Blackbird,1,a field guide photograph of a Yellow-headed Blackbird (Adult Male).,91,42,49
781,325,Yellow-headed Blackbird (Adult Male),Yellow-headed Blackbird,2,a close-up bird photo showing the fine-grained field marks of a Yellow-headed Blackbird (Adult Male).,91,42,49
782,326,Brewer's Blackbird (Female/Juvenile),Brewer's Blackbird,0,"a photo of a Brewer's Blackbird (Female/Juvenile), a North American bird.",66,35,31
782,326,Brewer's Blackbird (Female/Juvenile),Brewer's Blackbird,1,a field guide photograph of a Brewer's Blackbird (Female/Juvenile).,66,35,31
782,326,Brewer's Blackbird (Female/Juvenile),Brewer's Blackbird,2,a close-up bird photo showing the fine-grained field marks of a Brewer's Blackbird (Female/Juvenile).,66,35,31
783,327,Brown-headed Cowbird (Male),Brown-headed Cowbird,0,"a photo of a Brown-headed Cowbird (Male), a North American bird.",120,60,60
783,327,Brown-headed Cowbird (Male),Brown-headed Cowbird,1,a field guide photograph of a Brown-headed Cowbird (Male).,120,60,60
783,327,Brown-headed Cowbird (Male),Brown-headed Cowbird,2,a close-up bird photo showing the fine-grained field marks of a Brown-headed Cowbird (Male).,120,60,60
784,328,Hooded Oriole (Adult male),Hooded Oriole,0,"a photo of a Hooded Oriole (Adult male), a North American bird.",93,50,43
784,328,Hooded Oriole (Adult male),Hooded Oriole,1,a field guide photograph of a Hooded Oriole (Adult male).,93,50,43
784,328,Hooded Oriole (Adult male),Hooded Oriole,2,a close-up bird photo showing the fine-grained field marks of a Hooded Oriole (Adult male).,93,50,43
785,329,Bullock's Oriole (Adult male),Bullock's Oriole,0,"a photo of a Bullock's Oriole (Adult male), a North American bird.",98,47,51
785,329,Bullock's Oriole (Adult male),Bullock's Oriole,1,a field guide photograph of a Bullock's Oriole (Adult male).,98,47,51
785,329,Bullock's Oriole (Adult male),Bullock's Oriole,2,a close-up bird photo showing the fine-grained field marks of a Bullock's Oriole (Adult male).,98,47,51
786,330,Baltimore Oriole (Adult male),Baltimore Oriole,0,"a photo of a Baltimore Oriole (Adult male), a North American bird.",109,50,59
786,330,Baltimore Oriole (Adult male),Baltimore Oriole,1,a field guide photograph of a Baltimore Oriole (Adult male).,109,50,59
786,330,Baltimore Oriole (Adult male),Baltimore Oriole,2,a close-up bird photo showing the fine-grained field marks of a Baltimore Oriole (Adult male).,109,50,59
787,331,Pine Grosbeak (Adult Male),Pine Grosbeak,0,"a photo of a Pine Grosbeak (Adult Male), a North American bird.",57,24,33
787,331,Pine Grosbeak (Adult Male),Pine Grosbeak,1,a field guide photograph of a Pine Grosbeak (Adult Male).,57,24,33
787,331,Pine Grosbeak (Adult Male),Pine Grosbeak,2,a close-up bird photo showing the fine-grained field marks of a Pine Grosbeak (Adult Male).,57,24,33
788,332,Purple Finch (Adult Male),Purple Finch,0,"a photo of a Purple Finch (Adult Male), a North American bird.",103,51,52
788,332,Purple Finch (Adult Male),Purple Finch,1,a field guide photograph of a Purple Finch (Adult Male).,103,51,52
788,332,Purple Finch (Adult Male),Purple Finch,2,a close-up bird photo showing the fine-grained field marks of a Purple Finch (Adult Male).,103,51,52
789,333,Cassin's Finch (Adult Male),Cassin's Finch,0,"a photo of a Cassin's Finch (Adult Male), a North American bird.",80,42,38
789,333,Cassin's Finch (Adult Male),Cassin's Finch,1,a field guide photograph of a Cassin's Finch (Adult Male).,80,42,38
789,333,Cassin's Finch (Adult Male),Cassin's Finch,2,a close-up bird photo showing the fine-grained field marks of a Cassin's Finch (Adult Male).,80,42,38
790,334,House Finch (Adult Male),House Finch,0,"a photo of a House Finch (Adult Male), a North American bird.",120,60,60
790,334,House Finch (Adult Male),House Finch,1,a field guide photograph of a House Finch (Adult Male).,120,60,60
790,334,House Finch (Adult Male),House Finch,2,a close-up bird photo showing the fine-grained field marks of a House Finch (Adult Male).,120,60,60
791,335,Red Crossbill (Adult Male),Red Crossbill,0,"a photo of a Red Crossbill (Adult Male), a North American bird.",65,40,25
791,335,Red Crossbill (Adult Male),Red Crossbill,1,a field guide photograph of a Red Crossbill (Adult Male).,65,40,25
791,335,Red Crossbill (Adult Male),Red Crossbill,2,a close-up bird photo showing the fine-grained field marks of a Red Crossbill (Adult Male).,65,40,25
792,336,White-winged Crossbill (Adult Male),White-winged Crossbill,0,"a photo of a White-winged Crossbill (Adult Male), a North American bird.",53,33,20
792,336,White-winged Crossbill (Adult Male),White-winged Crossbill,1,a field guide photograph of a White-winged Crossbill (Adult Male).,53,33,20
792,336,White-winged Crossbill (Adult Male),White-winged Crossbill,2,a close-up bird photo showing the fine-grained field marks of a White-winged Crossbill (Adult Male).,53,33,20
793,337,Lesser Goldfinch (Adult Male),Lesser Goldfinch,0,"a photo of a Lesser Goldfinch (Adult Male), a North American bird.",119,60,59
793,337,Lesser Goldfinch (Adult Male),Lesser Goldfinch,1,a field guide photograph of a Lesser Goldfinch (Adult Male).,119,60,59
793,337,Lesser Goldfinch (Adult Male),Lesser Goldfinch,2,a close-up bird photo showing the fine-grained field marks of a Lesser Goldfinch (Adult Male).,119,60,59
794,338,American Goldfinch (Breeding Male),American Goldfinch,0,"a photo of a American Goldfinch (Breeding Male), a North American bird.",120,60,60
794,338,American Goldfinch (Breeding Male),American Goldfinch,1,a field guide photograph of a American Goldfinch (Breeding Male).,120,60,60
794,338,American Goldfinch (Breeding Male),American Goldfinch,2,a close-up bird photo showing the fine-grained field marks of a American Goldfinch (Breeding Male).,120,60,60
795,339,Evening Grosbeak (Adult Male),Evening Grosbeak,0,"a photo of a Evening Grosbeak (Adult Male), a North American bird.",107,47,60
795,339,Evening Grosbeak (Adult Male),Evening Grosbeak,1,a field guide photograph of a Evening Grosbeak (Adult Male).,107,47,60
795,339,Evening Grosbeak (Adult Male),Evening Grosbeak,2,a close-up bird photo showing the fine-grained field marks of a Evening Grosbeak (Adult Male).,107,47,60
796,340,House Sparrow (Male),House Sparrow,0,"a photo of a House Sparrow (Male), a North American bird.",119,60,59
796,340,House Sparrow (Male),House Sparrow,1,a field guide photograph of a House Sparrow (Male).,119,60,59
796,340,House Sparrow (Male),House Sparrow,2,a close-up bird photo showing the fine-grained field marks of a House Sparrow (Male).,119,60,59
797,341,Vermilion Flycatcher (Adult male),Vermilion Flycatcher,0,"a photo of a Vermilion Flycatcher (Adult male), a North American bird.",113,60,53
797,341,Vermilion Flycatcher (Adult male),Vermilion Flycatcher,1,a field guide photograph of a Vermilion Flycatcher (Adult male).,113,60,53
797,341,Vermilion Flycatcher (Adult male),Vermilion Flycatcher,2,a close-up bird photo showing the fine-grained field marks of a Vermilion Flycatcher (Adult male).,113,60,53
798,342,Yellow-rumped Warbler (Winter/juvenile Myrtle),Yellow-rumped Warbler,0,"a photo of a Yellow-rumped Warbler (Winter/juvenile Myrtle), a North American bird.",113,60,53
798,342,Yellow-rumped Warbler (Winter/juvenile Myrtle),Yellow-rumped Warbler,1,a field guide photograph of a Yellow-rumped Warbler (Winter/juvenile Myrtle).,113,60,53
798,342,Yellow-rumped Warbler (Winter/juvenile Myrtle),Yellow-rumped Warbler,2,a close-up bird photo showing the fine-grained field marks of a Yellow-rumped Warbler (Winter/juvenile Myrtle).,113,60,53
799,343,Northwestern Crow,Northwestern Crow,0,"a photo of a Northwestern Crow, a North American bird.",36,17,19
799,343,Northwestern Crow,Northwestern Crow,1,a field guide photograph of a Northwestern Crow.,36,17,19
799,343,Northwestern Crow,Northwestern Crow,2,a close-up bird photo showing the fine-grained field marks of a Northwestern Crow.,36,17,19
800,344,Fish Crow,Fish Crow,0,"a photo of a Fish Crow, a North American bird.",61,31,30
800,344,Fish Crow,Fish Crow,1,a field guide photograph of a Fish Crow.,61,31,30
800,344,Fish Crow,Fish Crow,2,a close-up bird photo showing the fine-grained field marks of a Fish Crow.,61,31,30
801,345,Chihuahuan Raven,Chihuahuan Raven,0,"a photo of a Chihuahuan Raven, a North American bird.",49,22,27
801,345,Chihuahuan Raven,Chihuahuan Raven,1,a field guide photograph of a Chihuahuan Raven.,49,22,27
801,345,Chihuahuan Raven,Chihuahuan Raven,2,a close-up bird photo showing the fine-grained field marks of a Chihuahuan Raven.,49,22,27
802,346,Common Raven,Common Raven,0,"a photo of a Common Raven, a North American bird.",116,59,57
802,346,Common Raven,Common Raven,1,a field guide photograph of a Common Raven.,116,59,57
802,346,Common Raven,Common Raven,2,a close-up bird photo showing the fine-grained field marks of a Common Raven.,116,59,57
803,347,Horned Lark,Horned Lark,0,"a photo of a Horned Lark, a North American bird.",113,53,60
803,347,Horned Lark,Horned Lark,1,a field guide photograph of a Horned Lark.,113,53,60
803,347,Horned Lark,Horned Lark,2,a close-up bird photo showing the fine-grained field marks of a Horned Lark.,113,53,60
804,348,Tree Swallow,Tree Swallow,0,"a photo of a Tree Swallow, a North American bird.",116,60,56
804,348,Tree Swallow,Tree Swallow,1,a field guide photograph of a Tree Swallow.,116,60,56
804,348,Tree Swallow,Tree Swallow,2,a close-up bird photo showing the fine-grained field marks of a Tree Swallow.,116,60,56
805,349,Violet-green Swallow,Violet-green Swallow,0,"a photo of a Violet-green Swallow, a North American bird.",75,38,37
805,349,Violet-green Swallow,Violet-green Swallow,1,a field guide photograph of a Violet-green Swallow.,75,38,37
805,349,Violet-green Swallow,Violet-green Swallow,2,a close-up bird photo showing the fine-grained field marks of a Violet-green Swallow.,75,38,37
806,350,Northern Rough-winged Swallow,Northern Rough-winged Swallow,0,"a photo of a Northern Rough-winged Swallow, a North American bird.",77,35,42
806,350,Northern Rough-winged Swallow,Northern Rough-winged Swallow,1,a field guide photograph of a Northern Rough-winged Swallow.,77,35,42
806,350,Northern Rough-winged Swallow,Northern Rough-winged Swallow,2,a close-up bird photo showing the fine-grained field marks of a Northern Rough-winged Swallow.,77,35,42
807,351,Bank Swallow,Bank Swallow,0,"a photo of a Bank Swallow, a North American bird.",35,8,27
807,351,Bank Swallow,Bank Swallow,1,a field guide photograph of a Bank Swallow.,35,8,27
807,351,Bank Swallow,Bank Swallow,2,a close-up bird photo showing the fine-grained field marks of a Bank Swallow.,35,8,27
808,352,Cliff Swallow,Cliff Swallow,0,"a photo of a Cliff Swallow, a North American bird.",74,44,30
