class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
554,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,species_label,likely_covered_species_page,Yellow-bellied Sapsucker,https://www.allaboutbirds.org/guide/Yellow-bellied_Sapsucker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""straight bill"", ""long wings"", ""pointed tail"", ""black plumage"", ""red foreheads"", ""red throat"", ""long white stripe"", ""bold black plumage"", ""white stripes"", ""black chest"", ""white yellowish underparts""]",https://www.allaboutbirds.org/guide/Yellow-bellied_Sapsucker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
555,Red-naped Sapsucker,Red-naped Sapsucker,species_label,likely_covered_species_page,Red-naped Sapsucker,https://www.allaboutbirds.org/guide/Red-naped_Sapsucker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""black-and-white plumage"", ""red cap"", ""red nape"", ""red throat"", ""long white bar"", ""black stripe"", ""white stripes"", ""white dingy yellowish cast plumage"", ""white patch"", ""brown cap"", ""brown belly"", ""brown head""]",https://www.allaboutbirds.org/guide/Red-naped_Sapsucker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
556,Red-breasted Sapsucker,Red-breasted Sapsucker,species_label,likely_covered_species_page,Red-breasted Sapsucker,https://www.allaboutbirds.org/guide/Red-breasted_Sapsucker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long body"", ""large rounded head"", ""chisel-like bill"", ""red-breasted red head"", ""red-breasted red breast"", ""white spot"", ""red-breasted red eye"", ""red-breasted red bill"", ""white wings"", ""white patch""]",https://www.allaboutbirds.org/guide/Red-breasted_Sapsucker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
557,Ladder-backed Woodpecker,Ladder-backed Woodpecker,species_label,likely_covered_species_page,Ladder-backed Woodpecker,https://www.allaboutbirds.org/guide/Ladder-backed_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small square head"", ""short neck"", ""short tail"", ""black-and-white upperparts"", ""black-and-white stripes"", ""black-and-white back"", ""black-and-white wings"", ""black plumage"", ""buffy white face"", ""broken black lines"", ""red crown"", ""blackish crown""]",https://www.allaboutbirds.org/guide/Ladder-backed_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
558,Nuttall's Woodpecker,Nuttall's Woodpecker,species_label,likely_covered_species_page,Nuttall's Woodpecker,https://www.allaboutbirds.org/guide/Nuttalls_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small chisel-shaped bill"", ""small rounded head"", ""flat back"", ""black-and-white striped plumage"", ""red patch"", ""narrow white stripes"", ""red cheek"", ""solid black patch"", ""grayish buffy underparts""]",https://www.allaboutbirds.org/guide/Nuttalls_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
559,Downy Woodpecker,Downy Woodpecker,species_label,likely_covered_species_page,Downy Woodpecker,https://www.allaboutbirds.org/guide/Downy_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""straight chisel-like bill"", ""straight chisel-like head"", ""wide shoulder"", ""straight chisel-like tail feathers"", ""downy checkered black plumage"", ""white plumage"", ""black upperparts"", ""white wings"", ""white head"", ""white back"", ""broad white stripe"", ""small red patch"", ""black spots""]",https://www.allaboutbirds.org/guide/Downy_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
560,Hairy Woodpecker,Hairy Woodpecker,species_label,likely_covered_species_page,Hairy Woodpecker,https://www.allaboutbirds.org/guide/Hairy_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""square head"", ""long straight chisel-like bill"", ""long tail feathers"", ""contrastingly black plumage"", ""white plumage"", ""black wings"", ""white head"", ""two white stripes"", ""large white patch"", ""black back""]",https://www.allaboutbirds.org/guide/Hairy_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
561,Pileated Woodpecker,Pileated Woodpecker,species_label,likely_covered_species_page,Pileated Woodpecker,https://www.allaboutbirds.org/guide/Pileated_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large long neck"", ""triangular crest"", ""black plumage"", ""white stripes"", ""white neck"", ""flaming-red crest"", ""red stripe""]",https://www.allaboutbirds.org/guide/Pileated_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
562,Say's Phoebe,Say's Phoebe,species_label,likely_covered_species_page,Say's Phoebe,https://www.allaboutbirds.org/guide/Says_Phoebe/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""slender body"", ""long tail"", ""large head"", ""flat upperparts"", ""flat head"", ""flat back"", ""pale brownish-gray upperparts"", ""cinnamon belly"", ""blackish tail"", ""gray breast""]",https://www.allaboutbirds.org/guide/Says_Phoebe/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
563,Cassin's Vireo,Cassin's Vireo,species_label,likely_covered_species_page,Cassin's Vireo,https://www.allaboutbirds.org/guide/Cassins_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small sturdy body"", ""short bill"", ""long wings"", ""long tail"", ""olive green upperparts"", ""grayish head"", ""prominent white eyering"", ""prominent white wingbars"", ""white underparts"", ""white side"", ""dark eye"", ""dark bill"", ""dark legs""]",https://www.allaboutbirds.org/guide/Cassins_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
564,Blackburnian Warbler,Blackburnian Warbler,species_label,likely_covered_species_page,Blackburnian Warbler,https://www.allaboutbirds.org/guide/Blackburnian_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""short thin pointed bill"", ""thin pointed body"", ""medium-length tail"", ""orange face"", ""orange throat""]",https://www.allaboutbirds.org/guide/Blackburnian_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
565,Boat-tailed Grackle,Boat-tailed Grackle,species_label,likely_covered_species_page,Boat-tailed Grackle,https://www.allaboutbirds.org/guide/Boat-tailed_Grackle/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large lanky body"", ""rounded crown"", ""long legs"", ""pointed bill"", ""long tail"", ""glossy black plumage"", ""dark brown upperparts"", ""dark brown underparts"", ""dark brown face"", ""pale eyebrow"", ""dark cheek"", ""dark stripe""]",https://www.allaboutbirds.org/guide/Boat-tailed_Grackle/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
566,Black-billed Magpie,Black-billed Magpie,species_label,likely_covered_species_page,Black-billed Magpie,https://www.allaboutbirds.org/guide/Black-billed_Magpie/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""black-and-white plumage"", ""white patch"", ""two white stripes"", ""white back""]",https://www.allaboutbirds.org/guide/Black-billed_Magpie/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
567,Lark Sparrow,Lark Sparrow,species_label,likely_covered_species_page,Lark Sparrow,https://www.allaboutbirds.org/guide/Lark_Sparrow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large long tail"", ""rounded body"", ""chestnut white stripes"", ""chestnut white side"", ""chestnut white throat"", ""chestnut white cheek"", ""chestnut spots"", ""black spot""]",https://www.allaboutbirds.org/guide/Lark_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
568,Black-headed Grosbeak,Black-headed Grosbeak,species_label,likely_covered_species_page,Black-headed Grosbeak,https://www.allaboutbirds.org/guide/Black-headed_Grosbeak/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""hefty body"", ""large bill"", ""large head"", ""short thick neck"", ""short tail"", ""chunky body"", ""black head"", ""black-and-white wings"", ""brown upperparts"", ""warm orange buff breast"", ""orange buff side"", ""orange buff breast"", ""grayish bill""]",https://www.allaboutbirds.org/guide/Black-headed_Grosbeak/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
569,Bridled Titmouse,Bridled Titmouse,species_label,likely_covered_species_page,Bridled Titmouse,https://www.allaboutbirds.org/guide/Bridled_Titmouse/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""moderately long tail"", ""rounded wings"", ""black line"", ""black eye"", ""black cheek"", ""black patches"", ""black nape"", ""black throat""]",https://www.allaboutbirds.org/guide/Bridled_Titmouse/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
570,Swainson's Thrush,Swainson's Thrush,species_label,likely_covered_species_page,Swainson's Thrush,https://www.allaboutbirds.org/guide/Swainsons_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""round head"", ""short straight bill"", ""long wings"", ""medium-length tail"", ""long back"", ""medium-brown pale underparts"", ""spotted chest"", ""large buffy eyering"", ""brown upperparts""]",https://www.allaboutbirds.org/guide/Swainsons_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
571,Bank Swallow,Bank Swallow,species_label,likely_covered_species_page,Bank Swallow,https://www.allaboutbirds.org/guide/Bank_Swallow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small chunky body"", ""large head"", ""short pointed wings"", ""forked tail"", ""warm brown white underparts"", ""thick brown band"", ""brown white chest"", ""white chin""]",https://www.allaboutbirds.org/guide/Bank_Swallow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
572,House Wren,House Wren,species_label,likely_covered_species_page,House Wren,https://www.allaboutbirds.org/guide/House_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small compact body"", ""flat head"", ""curved beak"", ""short wings"", ""short tail"", ""short upperparts"", ""short line"", ""short body"", ""subdued brown plumage"", ""pale eyebrow""]",https://www.allaboutbirds.org/guide/House_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
573,Yellow Warbler,Yellow Warbler,species_label,likely_covered_species_page,Yellow Warbler,https://www.allaboutbirds.org/guide/Yellow_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""yellow small plumage"", ""medium-length tail"", ""rounded head"", ""straight thin bill"", ""yellow uniformly yellow plumage"", ""yellow patches"", ""large black eye""]",https://www.allaboutbirds.org/guide/Yellow_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
574,White-winged Crossbill,White-winged Crossbill,species_label,likely_covered_species_page,White-winged Crossbill,https://www.allaboutbirds.org/guide/White-winged_Crossbill/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""compact body"", ""medium-sized body"", ""forked tail"", ""forked bill"", ""rose-pink black wings"", ""rose-pink black tail"", ""two white wingbars"", ""brownish streaked underparts"", ""whitish wingbars""]",https://www.allaboutbirds.org/guide/White-winged_Crossbill/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
575,Vermilion Flycatcher,Vermilion Flycatcher,species_label,likely_covered_species_page,Vermilion Flycatcher,https://www.allaboutbirds.org/guide/Vermilion_Flycatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""stocky body"", ""upright posture"", ""slender tail"", ""broad straight bill"", ""brown back"", ""brown wings"", ""brown tail""]",https://www.allaboutbirds.org/guide/Vermilion_Flycatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
576,Lark Bunting,Lark Bunting,species_label,likely_covered_species_page,Lark Bunting,https://www.allaboutbirds.org/guide/Lark_Bunting/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""compact body"", ""unmistakable black plumage"", ""white wing"", ""brownish upperparts"", ""brownish underparts"", ""white upperwing feathers"", ""brownish coverts"", ""brownish tail feathers""]",https://www.allaboutbirds.org/guide/Lark_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
577,Chestnut-sided Warbler,Chestnut-sided Warbler,species_label,likely_covered_species_page,Chestnut-sided Warbler,https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""slim body"", ""long tail"", ""crisp gray plumage"", ""white yellow crown"", ""black face"", ""rich chestnut flank"", ""bright lime-green upperparts"", ""white eyering"", ""two wingbars"", ""pale gray-and-white underparts""]",https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
578,Great-tailed Grackle,Great-tailed Grackle,species_label,likely_covered_species_page,Great-tailed Grackle,https://www.allaboutbirds.org/guide/Great-tailed_Grackle/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""long legs"", ""slender body"", ""straight bill"", ""tapered tail"", ""long body"", ""long slender tail"", ""yellow eye"", ""black bill"", ""black legs"", ""dark brown upperparts"", ""dark brown underparts"", ""buff-colored throat"", ""dark brown stripe"", ""dark brown eye"", ""dark brown plumage"", ""streaked underparts"", ""dark eye""]",https://www.allaboutbirds.org/guide/Great-tailed_Grackle/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
579,Pygmy Nuthatch,Pygmy Nuthatch,species_label,likely_covered_species_page,Pygmy Nuthatch,https://www.allaboutbirds.org/guide/Pygmy_Nuthatch/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""tiny body"", ""large body"", ""rounded head"", ""rounded neck"", ""straight sharp bill"", ""broad tail"", ""bluish-gray upperparts"", ""brown crown"", ""pale nape"", ""brown spot"", ""underside creamy buff"", ""blackish line""]",https://www.allaboutbirds.org/guide/Pygmy_Nuthatch/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
580,Blue-headed Vireo,Blue-headed Vireo,species_label,likely_covered_species_page,Blue-headed Vireo,https://www.allaboutbirds.org/guide/Blue-headed_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""stocky small body"", ""medium-length tail"", ""hooked bill"", ""thick legs"", ""moss-green bluish-gray head"", ""crisp white underparts"", ""two white wingbars""]",https://www.allaboutbirds.org/guide/Blue-headed_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
581,Yellow-billed Magpie,Yellow-billed Magpie,species_label,likely_covered_species_page,Yellow-billed Magpie,https://www.allaboutbirds.org/guide/Yellow-billed_Magpie/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large heavy body"", ""large head"", ""long tail"", ""curved bill"", ""rounded body"", ""black-and-white iridescent blue wings"", ""bright yellow bill""]",https://www.allaboutbirds.org/guide/Yellow-billed_Magpie/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
582,Blackpoll Warbler,Blackpoll Warbler,species_label,likely_covered_species_page,Blackpoll Warbler,https://www.allaboutbirds.org/guide/Blackpoll_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small short tail"", ""small thin bill"", ""black-and-white black cap"", ""white cheek"", ""white black stripe"", ""black cap"", ""two white wingbars"", ""orange-yellow legs"", ""greenish-yellow upperparts"", ""white underparts""]",https://www.allaboutbirds.org/guide/Blackpoll_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
583,Savannah Sparrow,Savannah Sparrow,species_label,likely_covered_species_page,Savannah Sparrow,https://www.allaboutbirds.org/guide/Savannah_Sparrow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""small plump body"", ""small plump crown"", ""small plump head"", ""thick-based seed-eating bill"", ""brown upperparts"", ""white underparts"", ""black streaks"", ""small yellow patch""]",https://www.allaboutbirds.org/guide/Savannah_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
584,Blue Grosbeak,Blue Grosbeak,species_label,likely_covered_species_page,Blue Grosbeak,https://www.allaboutbirds.org/guide/Blue_Grosbeak/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""large triangular bill"", ""rich blue plumage"", ""chestnut wingbars"", ""chestnut beak"", ""two wingbars"", ""chestnut upperparts"", ""grayish-buffy lower underparts"", ""blue tend rich plumage"", ""dark chestnut brown chestnut wingbars""]",https://www.allaboutbirds.org/guide/Blue_Grosbeak/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
585,Common Redpoll,Common Redpoll,species_label,covered_with_taxonomy_update,Redpoll,https://www.allaboutbirds.org/guide/Redpoll/id,taxonomic/name update/lump: AAB uses Redpoll and includes Common form,found_raw_visual_sections_needs_normalization,"[""small head"", ""small pointed bill"", ""small red forehead"", ""two white wingbars"", ""yellow bill"", ""form brown plumage"", ""streaked side"", ""hoary form pale whitish plumage"", ""gray-brown streaks"", ""hoary strikingly white plumage""]",https://www.allaboutbirds.org/guide/Redpoll/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
586,Ash-throated Flycatcher,Ash-throated Flycatcher,species_label,likely_covered_species_page,Ash-throated Flycatcher,https://www.allaboutbirds.org/guide/Ash-throated_Flycatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""slender body"", ""long tail"", ""medium-sized bill"", ""grayish-brown plumage"", ""pale yellow belly"", ""pale yellow wing"", ""cinnamon stripe"", ""cinnamon tail"", ""two whitish wingbars"", ""whitish throat""]",https://www.allaboutbirds.org/guide/Ash-throated_Flycatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
587,Oak Titmouse,Oak Titmouse,species_label,likely_covered_species_page,Oak Titmouse,https://www.allaboutbirds.org/guide/Oak_Titmouse/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""short crest"", ""medium-long tail"", ""plain gray-brown plumage""]",https://www.allaboutbirds.org/guide/Oak_Titmouse/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
588,Hermit Thrush,Hermit Thrush,species_label,likely_covered_species_page,Hermit Thrush,https://www.allaboutbirds.org/guide/Hermit_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""hermit chunky shape"", ""slender body"", ""straight bill"", ""rich brown head"", ""rich brown back"", ""distinctly warm plumage"", ""reddish tail"", ""distinct spots"", ""thin pale eyering""]",https://www.allaboutbirds.org/guide/Hermit_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
589,Black-throated Blue Warbler,Black-throated Blue Warbler,species_label,likely_covered_species_page,Black-throated Blue Warbler,https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""pointed bill"", ""large body"", ""plump body"", ""blue upperparts"", ""white underparts"", ""black throat"", ""black face"", ""black side"", ""plain grayish olive plumage"", ""small white square wing""]",https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
590,Bronzed Cowbird,Bronzed Cowbird,species_label,likely_covered_species_page,Bronzed Cowbird,https://www.allaboutbirds.org/guide/Bronzed_Cowbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""curved bill"", ""thick neck"", ""blackish soft bronze sheen"", ""red eye"", ""dark eye""]",https://www.allaboutbirds.org/guide/Bronzed_Cowbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
591,Fox Sparrow,Fox Sparrow,species_label,likely_covered_species_page,Fox Sparrow,https://www.allaboutbirds.org/guide/Fox_Sparrow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large round body"", ""large round bill"", ""medium-length tail"", ""rust-brown upperparts"", ""gray head"", ""gray flank"", ""gray chest""]",https://www.allaboutbirds.org/guide/Fox_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
592,Cliff Swallow,Cliff Swallow,species_label,likely_covered_species_page,Cliff Swallow,https://www.allaboutbirds.org/guide/Cliff_Swallow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""compact rounded body"", ""broad-based wings"", ""small head"", ""medium-length squared tail"", ""brownish plumage"", ""dark throat"", ""white underparts"", ""dark-blue back"", ""pale pumpkin-colored rump"", ""brick-red face"", ""bright buff-white forehead"", ""whitish throat""]",https://www.allaboutbirds.org/guide/Cliff_Swallow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
593,Pacific Wren,Pacific Wren,species_label,likely_covered_species_page,Pacific Wren,https://www.allaboutbirds.org/guide/Pacific_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small size"", ""short tail"", ""short wings"", ""thin bill"", ""brown plumage""]",https://www.allaboutbirds.org/guide/Pacific_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
594,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher,species_label,likely_covered_species_page,Black-tailed Gnatcatcher,https://www.allaboutbirds.org/guide/Black-tailed_Gnatcatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""tiny body"", ""slim body"", ""thin straight bill"", ""small body"", ""long tail"", ""gray plumage"", ""fine white eyering"", ""black tail"", ""white flashes underside"", ""gray upperparts"", ""gray underparts"", ""black cap""]",https://www.allaboutbirds.org/guide/Black-tailed_Gnatcatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
595,Ruby-crowned Kinglet,Ruby-crowned Kinglet,species_label,likely_covered_species_page,Ruby-crowned Kinglet,https://www.allaboutbirds.org/guide/Ruby-crowned_Kinglet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""tiny body"", ""large head"", ""large neck"", ""thin tail"", ""small thin straight bill"", ""olive-green prominent white eyering"", ""white wingbar"", ""blackish bar""]",https://www.allaboutbirds.org/guide/Ruby-crowned_Kinglet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
